,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough,Pday,Pmonth,Pyear,Phour,Dday,Dmonth,Dyear,Dhour,trip
766,1,1.9,8.5,0.0,0.0,11.8,yellow,cash,Upper East Side North,Midtown Center,Manhattan,Manhattan,3,3,2019,7,3,3,2019,7,ManhattanManhattan
767,1,0.74,5.5,1.76,0.0,10.56,yellow,credit card,Upper East Side South,Upper East Side North,Manhattan,Manhattan,3,3,2019,13,3,3,2019,13,ManhattanManhattan
768,6,8.4,31.5,2.0,0.0,37.3,yellow,credit card,Prospect Heights,Upper West Side South,Brooklyn,Manhattan,4,3,2019,23,4,3,2019,23,BrooklynManhattan
769,5,1.91,12.5,3.16,0.0,18.96,yellow,credit card,Upper East Side North,Midtown East,Manhattan,Manhattan,4,3,2019,8,4,3,2019,8,ManhattanManhattan
771,2,1.4,11.0,2.85,0.0,17.15,yellow,credit card,West Village,Little Italy/NoLiTa,Manhattan,Manhattan,3,3,2019,14,3,3,2019,15,ManhattanManhattan
772,1,0.52,4.0,0.0,0.0,8.3,yellow,cash,West Village,West Village,Manhattan,Manhattan,1,3,2019,16,1,3,2019,16,ManhattanManhattan
774,1,2.1,11.0,0.0,0.0,14.3,yellow,cash,Midtown East,Upper East Side North,Manhattan,Manhattan,1,3,2019,12,1,3,2019,12,ManhattanManhattan
775,1,0.66,5.0,0.0,0.0,8.8,yellow,cash,Sutton Place/Turtle Bay North,Murray Hill,Manhattan,Manhattan,3,3,2019,22,3,3,2019,23,ManhattanManhattan
776,1,1.32,7.5,2.16,0.0,12.96,yellow,credit card,Midtown Center,Clinton East,Manhattan,Manhattan,6,3,2019,12,6,3,2019,12,ManhattanManhattan
777,1,0.83,5.5,1.86,0.0,11.16,yellow,credit card,Union Sq,Union Sq,Manhattan,Manhattan,1,3,2019,1,1,3,2019,1,ManhattanManhattan
778,1,0.58,5.0,1.66,0.0,9.96,yellow,credit card,Clinton East,Lincoln Square East,Manhattan,Manhattan,3,3,2019,8,3,3,2019,8,ManhattanManhattan
779,1,1.43,7.0,2.06,0.0,12.36,yellow,credit card,Yorkville West,Central Park,Manhattan,Manhattan,5,3,2019,16,5,3,2019,16,ManhattanManhattan
780,1,2.26,12.0,3.16,0.0,18.96,yellow,credit card,World Trade Center,Lower East Side,Manhattan,Manhattan,1,3,2019,20,1,3,2019,20,ManhattanManhattan
781,1,0.4,3.5,1.36,0.0,8.16,yellow,credit card,Sutton Place/Turtle Bay North,Sutton Place/Turtle Bay North,Manhattan,Manhattan,2,3,2019,10,2,3,2019,10,ManhattanManhattan
782,1,12.06,49.0,11.61,5.76,69.67,yellow,credit card,LaGuardia Airport,Lenox Hill East,Queens,Manhattan,0,3,2019,9,0,3,2019,10,QueensManhattan
783,5,0.34,4.0,0.73,0.0,8.03,yellow,credit card,Midtown South,Midtown South,Manhattan,Manhattan,6,3,2019,15,6,3,2019,15,ManhattanManhattan
784,2,2.5,12.0,0.0,0.0,15.3,yellow,cash,Yorkville West,Lincoln Square East,Manhattan,Manhattan,6,3,2019,17,6,3,2019,17,ManhattanManhattan
785,1,16.3,52.0,18.3,5.76,79.36,yellow,credit card,Murray Hill,JFK Airport,Manhattan,Queens,4,3,2019,15,4,3,2019,16,ManhattanQueens
786,3,9.93,30.5,6.86,0.0,41.16,yellow,credit card,Times Sq/Theatre District,Forest Hills,Manhattan,Queens,3,3,2019,1,3,3,2019,1,ManhattanQueens
787,1,6.23,19.0,4.56,0.0,27.36,yellow,credit card,Greenwich Village North,East Harlem North,Manhattan,Manhattan,1,3,2019,23,1,3,2019,23,ManhattanManhattan
788,2,1.2,8.5,2.36,0.0,14.16,yellow,credit card,Lincoln Square West,Times Sq/Theatre District,Manhattan,Manhattan,1,3,2019,12,1,3,2019,12,ManhattanManhattan
789,1,6.6,24.0,2.0,0.0,29.3,yellow,credit card,Murray Hill,TriBeCa/Civic Center,Manhattan,Manhattan,3,3,2019,15,3,3,2019,15,ManhattanManhattan
790,1,1.9,13.0,4.05,0.0,20.35,yellow,credit card,Gramercy,Times Sq/Theatre District,Manhattan,Manhattan,4,3,2019,9,4,3,2019,9,ManhattanManhattan
791,1,2.5,9.5,2.66,0.0,15.96,yellow,credit card,Sutton Place/Turtle Bay North,Long Island City/Hunters Point,Manhattan,Queens,4,3,2019,22,4,3,2019,23,ManhattanQueens
792,3,0.9,6.5,2.16,0.0,12.96,yellow,credit card,Midtown East,Lenox Hill West,Manhattan,Manhattan,2,3,2019,17,2,3,2019,17,ManhattanManhattan
793,2,0.47,4.5,0.0,0.0,8.3,yellow,cash,Kips Bay,Midtown South,Manhattan,Manhattan,5,3,2019,4,5,3,2019,4,ManhattanManhattan
794,2,2.15,16.0,3.86,0.0,23.16,yellow,credit card,Upper East Side South,Clinton East,Manhattan,Manhattan,2,3,2019,10,2,3,2019,10,ManhattanManhattan
795,1,1.21,7.5,0.0,0.0,11.3,yellow,cash,Lenox Hill West,Lenox Hill West,Manhattan,Manhattan,5,3,2019,20,5,3,2019,20,ManhattanManhattan
796,1,0.7,5.5,0.0,0.0,9.8,yellow,cash,Greenwich Village North,East Village,Manhattan,Manhattan,4,3,2019,17,4,3,2019,17,ManhattanManhattan
797,1,2.1,9.0,0.0,0.0,12.8,yellow,cash,Upper West Side South,Yorkville East,Manhattan,Manhattan,0,3,2019,21,0,3,2019,21,ManhattanManhattan
798,2,3.26,14.5,3.66,0.0,21.96,yellow,credit card,Clinton East,Stuy Town/Peter Cooper Village,Manhattan,Manhattan,2,3,2019,20,2,3,2019,21,ManhattanManhattan
799,6,0.91,10.5,3.45,0.0,17.25,yellow,credit card,Penn Station/Madison Sq West,East Chelsea,Manhattan,Manhattan,5,3,2019,13,5,3,2019,13,ManhattanManhattan
800,1,1.36,9.0,1.5,0.0,13.8,yellow,credit card,Lenox Hill West,UN/Turtle Bay South,Manhattan,Manhattan,0,3,2019,11,0,3,2019,11,ManhattanManhattan
801,1,1.5,11.0,1.53,0.0,16.83,yellow,credit card,Murray Hill,Lenox Hill East,Manhattan,Manhattan,4,3,2019,17,4,3,2019,17,ManhattanManhattan
802,1,3.07,12.0,3.06,0.0,18.36,yellow,credit card,Clinton West,Meatpacking/West Village West,Manhattan,Manhattan,6,3,2019,17,6,3,2019,17,ManhattanManhattan
803,1,1.23,7.5,2.16,0.0,12.96,yellow,credit card,Upper West Side North,Upper East Side North,Manhattan,Manhattan,3,3,2019,10,3,3,2019,10,ManhattanManhattan
804,1,2.71,13.0,3.26,0.0,19.56,yellow,credit card,Lincoln Square East,Upper East Side North,Manhattan,Manhattan,3,3,2019,14,3,3,2019,14,ManhattanManhattan
805,1,0.47,4.0,0.0,0.0,8.3,yellow,cash,Greenwich Village North,Greenwich Village South,Manhattan,Manhattan,2,3,2019,17,2,3,2019,17,ManhattanManhattan
806,3,1.6,8.0,0.0,0.0,11.3,yellow,cash,Midtown Center,Upper East Side North,Manhattan,Manhattan,5,3,2019,17,5,3,2019,17,ManhattanManhattan
807,1,2.36,9.5,2.66,0.0,15.96,yellow,credit card,Meatpacking/West Village West,Kips Bay,Manhattan,Manhattan,2,3,2019,23,2,3,2019,23,ManhattanManhattan
808,1,2.78,11.5,3.06,0.0,18.36,yellow,credit card,Midtown North,Upper West Side North,Manhattan,Manhattan,4,3,2019,22,4,3,2019,22,ManhattanManhattan
809,1,2.6,11.5,1.84,0.0,17.14,yellow,credit card,Upper West Side North,Lenox Hill West,Manhattan,Manhattan,4,3,2019,23,5,3,2019,0,ManhattanManhattan
810,6,1.46,7.0,2.0,0.0,12.8,yellow,credit card,Clinton West,Lincoln Square East,Manhattan,Manhattan,5,3,2019,22,5,3,2019,22,ManhattanManhattan
811,2,1.28,6.5,2.0,0.0,11.8,yellow,credit card,Lenox Hill West,Midtown North,Manhattan,Manhattan,5,3,2019,19,5,3,2019,19,ManhattanManhattan
812,1,0.48,4.0,0.0,0.0,7.3,yellow,cash,Lenox Hill West,Upper East Side North,Manhattan,Manhattan,1,3,2019,9,1,3,2019,9,ManhattanManhattan
813,1,0.9,9.0,2.45,0.0,14.75,yellow,credit card,Flatiron,Union Sq,Manhattan,Manhattan,6,3,2019,16,6,3,2019,16,ManhattanManhattan
814,2,20.39,52.0,15.26,5.76,76.32,yellow,credit card,JFK Airport,Upper West Side North,Queens,Manhattan,6,3,2019,13,6,3,2019,14,QueensManhattan
815,2,1.03,7.5,2.16,0.0,12.96,yellow,credit card,Garment District,Union Sq,Manhattan,Manhattan,3,3,2019,15,3,3,2019,16,ManhattanManhattan
816,1,1.5,6.5,1.95,0.0,11.75,yellow,credit card,Yorkville West,Sutton Place/Turtle Bay North,Manhattan,Manhattan,5,3,2019,13,5,3,2019,13,ManhattanManhattan
817,1,3.2,23.5,5.45,0.0,32.75,yellow,credit card,Clinton East,East Village,Manhattan,Manhattan,5,3,2019,20,5,3,2019,21,ManhattanManhattan
818,1,3.3,18.5,4.35,0.0,26.15,yellow,credit card,Penn Station/Madison Sq West,Lenox Hill West,Manhattan,Manhattan,5,3,2019,15,5,3,2019,15,ManhattanManhattan
819,1,2.1,9.5,0.0,0.0,12.8,yellow,cash,Lincoln Square East,Upper West Side North,Manhattan,Manhattan,6,3,2019,19,6,3,2019,19,ManhattanManhattan
820,1,2.8,10.5,0.0,0.0,11.8,yellow,cash,LaGuardia Airport,Flushing Meadows-Corona Park,Queens,Queens,3,3,2019,1,3,3,2019,1,QueensQueens
821,1,3.4,13.5,0.0,0.0,17.3,yellow,cash,East Village,Midtown North,Manhattan,Manhattan,4,3,2019,1,4,3,2019,1,ManhattanManhattan
822,1,0.56,4.0,0.0,0.0,7.3,yellow,cash,Penn Station/Madison Sq West,West Chelsea/Hudson Yards,Manhattan,Manhattan,5,3,2019,18,5,3,2019,18,ManhattanManhattan
823,1,0.49,4.0,0.7,0.0,8.0,yellow,credit card,Lincoln Square East,Lincoln Square East,Manhattan,Manhattan,6,3,2019,15,6,3,2019,15,ManhattanManhattan
824,2,1.42,7.0,2.58,0.0,12.88,yellow,credit card,Upper East Side South,Murray Hill,Manhattan,Manhattan,6,3,2019,10,6,3,2019,10,ManhattanManhattan
825,1,2.02,9.0,2.46,0.0,14.76,yellow,credit card,Lincoln Square East,Upper East Side North,Manhattan,Manhattan,0,3,2019,15,0,3,2019,15,ManhattanManhattan
826,1,1.62,7.5,2.26,0.0,13.56,yellow,credit card,Murray Hill,Sutton Place/Turtle Bay North,Manhattan,Manhattan,1,3,2019,22,1,3,2019,22,ManhattanManhattan
827,1,0.53,4.0,0.8,0.0,8.1,yellow,credit card,Upper East Side North,East Harlem South,Manhattan,Manhattan,1,3,2019,13,1,3,2019,13,ManhattanManhattan
828,6,7.88,26.0,7.45,0.0,37.25,yellow,credit card,Greenwich Village North,Yorkville West,Manhattan,Manhattan,4,3,2019,0,4,3,2019,1,ManhattanManhattan
829,1,6.3,23.0,2.0,0.0,28.8,yellow,credit card,Little Italy/NoLiTa,Long Island City/Queens Plaza,Manhattan,Queens,6,3,2019,1,6,3,2019,2,ManhattanQueens
830,1,17.74,52.0,12.21,5.76,73.27,yellow,credit card,JFK Airport,Midtown East,Queens,Manhattan,3,3,2019,20,3,3,2019,21,QueensManhattan
831,1,1.1,9.0,3.65,0.0,15.95,yellow,credit card,Clinton East,Midtown Center,Manhattan,Manhattan,1,3,2019,15,1,3,2019,15,ManhattanManhattan
832,1,4.0,15.5,0.0,0.0,19.3,yellow,cash,TriBeCa/Civic Center,Columbia Street,Manhattan,Brooklyn,1,3,2019,21,1,3,2019,21,ManhattanBrooklyn
833,1,0.9,5.0,0.0,0.0,8.3,yellow,cash,Flatiron,Greenwich Village South,Manhattan,Manhattan,0,3,2019,9,0,3,2019,9,ManhattanManhattan
834,1,1.8,10.0,2.65,0.0,15.95,yellow,credit card,Murray Hill,Clinton East,Manhattan,Manhattan,6,3,2019,12,6,3,2019,12,ManhattanManhattan
835,2,2.56,10.5,0.0,0.0,14.8,yellow,cash,World Trade Center,Meatpacking/West Village West,Manhattan,Manhattan,4,3,2019,16,4,3,2019,16,ManhattanManhattan
836,1,0.5,4.5,1.0,0.0,9.3,yellow,credit card,Penn Station/Madison Sq West,Midtown South,Manhattan,Manhattan,4,3,2019,21,4,3,2019,21,ManhattanManhattan
837,1,2.27,16.5,3.96,0.0,23.76,yellow,credit card,Midtown Center,Greenwich Village North,Manhattan,Manhattan,4,3,2019,11,4,3,2019,11,ManhattanManhattan
838,1,0.4,4.0,1.83,0.0,9.13,yellow,credit card,Central Park,Upper East Side South,Manhattan,Manhattan,1,3,2019,12,1,3,2019,12,ManhattanManhattan
839,1,3.8,17.5,0.0,0.0,20.8,yellow,cash,West Village,World Trade Center,Manhattan,Manhattan,4,3,2019,15,4,3,2019,15,ManhattanManhattan
840,1,0.5,5.0,1.65,0.0,9.95,yellow,credit card,Midtown Center,Murray Hill,Manhattan,Manhattan,4,3,2019,9,4,3,2019,9,ManhattanManhattan
841,1,0.75,4.5,0.0,0.0,8.8,yellow,credit card,Midtown East,Lenox Hill West,Manhattan,Manhattan,1,3,2019,19,1,3,2019,19,ManhattanManhattan
842,1,1.19,8.5,2.36,0.0,14.16,yellow,credit card,West Village,Gramercy,Manhattan,Manhattan,4,3,2019,10,4,3,2019,10,ManhattanManhattan
843,6,1.04,5.0,0.0,0.0,8.3,yellow,cash,Times Sq/Theatre District,Penn Station/Madison Sq West,Manhattan,Manhattan,5,3,2019,7,5,3,2019,7,ManhattanManhattan
844,1,4.41,19.0,3.0,0.0,23.3,yellow,credit card,Williamsburg (South Side),Park Slope,Brooklyn,Brooklyn,4,3,2019,20,4,3,2019,21,BrooklynBrooklyn
845,1,2.1,11.5,2.96,0.0,17.76,yellow,credit card,Midtown East,Upper West Side South,Manhattan,Manhattan,0,3,2019,13,0,3,2019,13,ManhattanManhattan
846,1,1.0,6.5,1.95,0.0,11.75,yellow,credit card,Flatiron,Murray Hill,Manhattan,Manhattan,6,3,2019,17,6,3,2019,17,ManhattanManhattan
847,1,2.3,11.0,3.05,0.0,18.35,yellow,credit card,Lincoln Square West,Morningside Heights,Manhattan,Manhattan,4,3,2019,18,4,3,2019,19,ManhattanManhattan
848,3,1.1,7.0,1.03,0.0,11.33,yellow,credit card,Clinton East,Midtown Center,Manhattan,Manhattan,1,3,2019,6,1,3,2019,6,ManhattanManhattan
849,1,17.3,52.0,15.0,5.76,80.56,yellow,credit card,JFK Airport,Midtown South,Queens,Manhattan,0,3,2019,16,0,3,2019,17,QueensManhattan
850,2,18.7,57.0,0.0,5.76,63.56,yellow,credit card,East New York,Lenox Hill East,Brooklyn,Manhattan,4,3,2019,6,4,3,2019,7,BrooklynManhattan
851,1,3.29,23.0,2.0,0.0,28.3,yellow,credit card,Upper West Side North,Midtown East,Manhattan,Manhattan,2,3,2019,11,2,3,2019,12,ManhattanManhattan
852,1,4.09,13.5,0.0,0.0,17.3,yellow,cash,Times Sq/Theatre District,Sunnyside,Manhattan,Queens,5,3,2019,4,5,3,2019,4,ManhattanQueens
853,1,7.11,23.0,5.26,0.0,31.56,yellow,credit card,Times Sq/Theatre District,Battery Park City,Manhattan,Manhattan,5,3,2019,9,5,3,2019,9,ManhattanManhattan
854,5,2.71,11.0,3.58,0.0,17.88,yellow,credit card,West Chelsea/Hudson Yards,Upper West Side South,Manhattan,Manhattan,5,3,2019,10,5,3,2019,10,ManhattanManhattan
855,1,3.34,14.5,0.0,0.0,17.8,yellow,cash,Midtown Center,Lower East Side,Manhattan,Manhattan,6,3,2019,12,6,3,2019,13,ManhattanManhattan
856,1,0.82,4.5,1.76,0.0,10.56,yellow,credit card,Lenox Hill West,Upper East Side North,Manhattan,Manhattan,4,3,2019,19,4,3,2019,19,ManhattanManhattan
857,2,7.2,24.0,6.6,5.76,39.66,yellow,credit card,LaGuardia Airport,Upper East Side North,Queens,Manhattan,0,3,2019,12,0,3,2019,13,QueensManhattan
858,2,1.62,9.0,2.46,0.0,14.76,yellow,credit card,Midtown Center,Union Sq,Manhattan,Manhattan,5,3,2019,19,5,3,2019,19,ManhattanManhattan
859,1,0.8,5.5,1.0,0.0,10.3,yellow,credit card,SoHo,Lower East Side,Manhattan,Manhattan,6,3,2019,20,6,3,2019,21,ManhattanManhattan
860,1,0.9,8.5,1.77,0.0,13.57,yellow,credit card,Midtown Center,Penn Station/Madison Sq West,Manhattan,Manhattan,2,3,2019,10,2,3,2019,10,ManhattanManhattan
861,1,2.86,13.0,3.36,0.0,20.16,yellow,credit card,SoHo,UN/Turtle Bay South,Manhattan,Manhattan,3,3,2019,21,3,3,2019,21,ManhattanManhattan
862,4,4.7,23.0,5.0,0.0,31.8,yellow,credit card,Lenox Hill West,Meatpacking/West Village West,Manhattan,Manhattan,5,3,2019,20,5,3,2019,21,ManhattanManhattan
863,1,0.9,6.5,1.2,0.0,11.0,yellow,credit card,Lenox Hill West,Upper East Side North,Manhattan,Manhattan,3,3,2019,12,3,3,2019,12,ManhattanManhattan
864,2,0.4,3.5,2.0,0.0,8.8,yellow,credit card,Upper East Side South,Upper East Side South,Manhattan,Manhattan,2,3,2019,10,2,3,2019,10,ManhattanManhattan
865,1,2.25,12.5,0.0,0.0,15.8,yellow,cash,Upper East Side North,Manhattan Valley,Manhattan,Manhattan,2,3,2019,14,2,3,2019,14,ManhattanManhattan
866,1,0.49,4.5,1.32,0.0,10.12,yellow,credit card,Upper West Side South,Upper West Side South,Manhattan,Manhattan,4,3,2019,17,4,3,2019,17,ManhattanManhattan
867,1,3.3,13.5,3.35,0.0,20.15,yellow,credit card,Union Sq,Upper East Side North,Manhattan,Manhattan,1,3,2019,6,1,3,2019,6,ManhattanManhattan
868,1,1.0,6.5,2.7,0.0,13.5,yellow,credit card,Murray Hill,UN/Turtle Bay South,Manhattan,Manhattan,2,3,2019,19,2,3,2019,19,ManhattanManhattan
869,2,0.7,6.0,0.0,0.0,9.3,yellow,cash,Union Sq,Greenwich Village North,Manhattan,Manhattan,2,3,2019,13,2,3,2019,14,ManhattanManhattan
870,1,0.5,5.0,0.7,0.0,10.0,yellow,credit card,East Village,Greenwich Village North,Manhattan,Manhattan,3,3,2019,17,3,3,2019,17,ManhattanManhattan
871,1,6.67,22.5,5.26,0.0,31.56,yellow,credit card,Times Sq/Theatre District,Central Harlem North,Manhattan,Manhattan,0,3,2019,20,0,3,2019,21,ManhattanManhattan
872,1,17.9,52.0,15.25,5.76,76.31,yellow,credit card,JFK Airport,Midtown Center,Queens,Manhattan,0,3,2019,14,0,3,2019,15,QueensManhattan
873,3,0.91,5.0,1.86,0.0,11.16,yellow,credit card,TriBeCa/Civic Center,West Village,Manhattan,Manhattan,1,3,2019,18,1,3,2019,19,ManhattanManhattan
874,2,1.42,8.0,2.46,0.0,14.76,yellow,credit card,Midtown Center,Upper East Side South,Manhattan,Manhattan,4,3,2019,18,4,3,2019,18,ManhattanManhattan
875,1,1.18,7.5,1.0,0.0,9.3,yellow,credit card,Hamilton Heights,Central Harlem,Manhattan,Manhattan,2,3,2019,7,2,3,2019,7,ManhattanManhattan
876,1,0.62,5.0,2.32,0.0,11.62,yellow,credit card,Upper East Side South,Lenox Hill East,Manhattan,Manhattan,1,3,2019,18,1,3,2019,18,ManhattanManhattan
877,1,0.77,5.5,1.0,0.0,9.8,yellow,credit card,Garment District,Murray Hill,Manhattan,Manhattan,4,3,2019,6,4,3,2019,6,ManhattanManhattan
878,1,1.2,7.5,2.15,0.0,12.95,yellow,credit card,East Village,SoHo,Manhattan,Manhattan,4,3,2019,11,4,3,2019,11,ManhattanManhattan
879,1,2.3,10.0,1.0,0.0,14.8,yellow,credit card,Murray Hill,East Chelsea,Manhattan,Manhattan,5,3,2019,23,5,3,2019,23,ManhattanManhattan
880,1,0.53,4.0,0.0,0.0,7.3,yellow,cash,West Village,Flatiron,Manhattan,Manhattan,1,3,2019,12,1,3,2019,13,ManhattanManhattan
881,1,1.3,7.5,2.35,0.0,14.15,yellow,credit card,Lincoln Square East,Upper West Side North,Manhattan,Manhattan,1,3,2019,17,1,3,2019,17,ManhattanManhattan
882,1,1.59,9.5,0.0,0.0,13.3,yellow,credit card,East Village,Flatiron,Manhattan,Manhattan,4,3,2019,22,4,3,2019,22,ManhattanManhattan
883,1,1.28,6.0,0.0,0.0,9.8,yellow,cash,Upper East Side South,Midtown East,Manhattan,Manhattan,5,3,2019,22,5,3,2019,23,ManhattanManhattan
884,3,2.16,10.0,2.0,0.0,15.8,yellow,credit card,Lincoln Square East,Upper East Side North,Manhattan,Manhattan,4,3,2019,0,4,3,2019,0,ManhattanManhattan
885,2,0.71,6.5,2.06,0.0,12.36,yellow,credit card,Gramercy,East Village,Manhattan,Manhattan,5,3,2019,22,5,3,2019,22,ManhattanManhattan
886,1,3.44,17.5,0.0,0.0,21.8,yellow,cash,Midtown Center,Upper West Side North,Manhattan,Manhattan,3,3,2019,18,3,3,2019,18,ManhattanManhattan
887,1,12.53,40.0,9.81,5.76,58.87,yellow,credit card,LaGuardia Airport,Upper East Side South,Queens,Manhattan,2,3,2019,9,2,3,2019,10,QueensManhattan
888,5,1.04,8.0,2.26,0.0,13.56,yellow,credit card,Lincoln Square East,Midtown Center,Manhattan,Manhattan,4,3,2019,9,4,3,2019,9,ManhattanManhattan
889,2,1.44,8.5,2.36,0.0,14.16,yellow,credit card,UN/Turtle Bay South,Gramercy,Manhattan,Manhattan,1,3,2019,13,1,3,2019,13,ManhattanManhattan
890,2,2.7,13.0,0.0,0.0,16.3,yellow,cash,Midtown North,Kips Bay,Manhattan,Manhattan,5,3,2019,16,5,3,2019,16,ManhattanManhattan
891,1,0.71,6.5,1.62,0.0,12.42,yellow,credit card,Gramercy,Murray Hill,Manhattan,Manhattan,4,3,2019,17,4,3,2019,17,ManhattanManhattan
893,1,1.95,9.5,2.56,0.0,15.36,yellow,credit card,Lincoln Square East,Yorkville West,Manhattan,Manhattan,1,3,2019,9,1,3,2019,9,ManhattanManhattan
894,1,1.43,8.5,2.36,0.0,14.16,yellow,credit card,UN/Turtle Bay South,Penn Station/Madison Sq West,Manhattan,Manhattan,0,3,2019,7,0,3,2019,7,ManhattanManhattan
895,1,0.4,3.5,1.7,0.0,8.5,yellow,credit card,Upper West Side North,Upper West Side North,Manhattan,Manhattan,1,3,2019,10,1,3,2019,10,ManhattanManhattan
896,1,4.4,20.0,5.95,0.0,29.75,yellow,credit card,Greenwich Village South,Park Slope,Manhattan,Brooklyn,4,3,2019,23,4,3,2019,23,ManhattanBrooklyn
897,1,13.66,38.0,9.41,5.76,56.47,yellow,credit card,Battery Park City,LaGuardia Airport,Manhattan,Queens,0,3,2019,15,0,3,2019,16,ManhattanQueens
898,1,1.2,10.0,2.65,0.0,15.95,yellow,credit card,Murray Hill,Clinton East,Manhattan,Manhattan,6,3,2019,13,6,3,2019,13,ManhattanManhattan
899,1,0.76,5.0,2.08,0.0,10.38,yellow,credit card,Sutton Place/Turtle Bay North,Upper East Side South,Manhattan,Manhattan,0,3,2019,14,0,3,2019,14,ManhattanManhattan
900,5,1.52,7.0,2.06,0.0,12.36,yellow,credit card,Clinton East,Penn Station/Madison Sq West,Manhattan,Manhattan,0,3,2019,6,0,3,2019,6,ManhattanManhattan
901,1,2.83,16.0,4.82,0.0,24.12,yellow,credit card,Lenox Hill East,Penn Station/Madison Sq West,Manhattan,Manhattan,0,3,2019,15,0,3,2019,16,ManhattanManhattan
902,1,0.6,5.0,1.0,0.0,9.3,yellow,credit card,Lenox Hill West,Lenox Hill West,Manhattan,Manhattan,5,3,2019,17,5,3,2019,18,ManhattanManhattan
903,2,1.3,9.5,2.55,0.0,15.35,yellow,credit card,Midtown East,Midtown Center,Manhattan,Manhattan,3,3,2019,9,3,3,2019,9,ManhattanManhattan
904,1,0.4,4.0,1.0,0.0,8.3,yellow,credit card,Lincoln Square West,Lincoln Square West,Manhattan,Manhattan,4,3,2019,13,4,3,2019,13,ManhattanManhattan
905,1,1.0,6.5,1.5,0.0,11.8,yellow,credit card,Midtown South,Midtown East,Manhattan,Manhattan,5,3,2019,0,5,3,2019,0,ManhattanManhattan
906,1,1.1,6.5,1.96,0.0,11.76,yellow,credit card,TriBeCa/Civic Center,Battery Park City,Manhattan,Manhattan,2,3,2019,14,2,3,2019,14,ManhattanManhattan
907,2,0.59,4.0,0.0,0.0,7.8,yellow,cash,Midtown Center,Midtown North,Manhattan,Manhattan,4,3,2019,0,4,3,2019,0,ManhattanManhattan
908,1,0.6,7.0,0.0,0.0,10.3,yellow,cash,Penn Station/Madison Sq West,Union Sq,Manhattan,Manhattan,4,3,2019,7,4,3,2019,7,ManhattanManhattan
909,1,3.0,23.0,1.5,0.0,28.8,yellow,credit card,Flatiron,Upper East Side South,Manhattan,Manhattan,3,3,2019,16,3,3,2019,17,ManhattanManhattan
910,1,1.2,7.5,0.0,0.0,10.8,yellow,cash,Little Italy/NoLiTa,Union Sq,Manhattan,Manhattan,2,3,2019,11,2,3,2019,11,ManhattanManhattan
911,1,2.37,10.5,2.76,0.0,16.56,yellow,credit card,Yorkville East,Midtown North,Manhattan,Manhattan,2,3,2019,7,2,3,2019,7,ManhattanManhattan
912,1,1.7,9.5,2.65,0.0,15.95,yellow,credit card,Lincoln Square West,East Chelsea,Manhattan,Manhattan,4,3,2019,23,4,3,2019,23,ManhattanManhattan
913,2,1.3,7.5,0.0,0.0,10.8,yellow,credit card,Upper East Side South,Lincoln Square West,Manhattan,Manhattan,5,3,2019,11,5,3,2019,11,ManhattanManhattan
914,1,0.6,4.0,0.0,0.0,7.3,yellow,cash,Upper East Side South,Upper East Side North,Manhattan,Manhattan,5,3,2019,14,5,3,2019,14,ManhattanManhattan
915,2,5.5,20.0,4.65,0.0,27.95,yellow,credit card,Upper East Side South,East Village,Manhattan,Manhattan,3,3,2019,15,3,3,2019,16,ManhattanManhattan
916,2,1.1,9.0,1.33,0.0,14.63,yellow,credit card,Upper East Side South,Times Sq/Theatre District,Manhattan,Manhattan,3,3,2019,16,3,3,2019,17,ManhattanManhattan
917,1,2.39,12.0,0.58,0.0,16.38,yellow,credit card,TriBeCa/Civic Center,East Village,Manhattan,Manhattan,3,3,2019,21,3,3,2019,21,ManhattanManhattan
918,1,2.4,12.0,3.05,0.0,18.35,yellow,credit card,Penn Station/Madison Sq West,TriBeCa/Civic Center,Manhattan,Manhattan,1,3,2019,10,1,3,2019,10,ManhattanManhattan
919,2,2.6,13.5,1.7,0.0,19.0,yellow,credit card,East Village,Financial District North,Manhattan,Manhattan,4,3,2019,21,4,3,2019,22,ManhattanManhattan
920,1,1.3,7.0,1.66,0.0,9.96,yellow,credit card,Morningside Heights,Manhattanville,Manhattan,Manhattan,4,3,2019,22,4,3,2019,22,ManhattanManhattan
921,2,0.6,5.0,0.83,0.0,9.13,yellow,credit card,Gramercy,Gramercy,Manhattan,Manhattan,5,3,2019,17,5,3,2019,18,ManhattanManhattan
922,1,0.4,5.0,1.65,0.0,9.95,yellow,credit card,Lincoln Square East,Central Park,Manhattan,Manhattan,6,3,2019,14,6,3,2019,15,ManhattanManhattan
924,1,10.7,31.5,3.0,5.76,44.06,yellow,credit card,Lincoln Square East,LaGuardia Airport,Manhattan,Queens,5,3,2019,4,5,3,2019,4,ManhattanQueens
